"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 31, 2018","64.86","65.21","65.63","64.80","12.92K","1.20%"
"Oct 30, 2018","64.09","63.22","64.18","62.92","17.02K","1.02%"
"Oct 29, 2018","63.44","66.45","66.60","62.85","23.01K","0.49%"
"Oct 26, 2018","63.13","62.01","64.15","62.01","25.97K","0.49%"
"Oct 25, 2018","62.82","62.10","63.48","61.99","44.18K","2.51%"
"Oct 24, 2018","61.28","63.81","64.11","61.23","44.06K","-4.47%"
"Oct 23, 2018","64.15","60.90","64.99","60.65","49.61K","2.48%"
"Oct 22, 2018","62.60","62.58","62.92","61.72","41.82K","0.48%"
"Oct 19, 2018","62.30","60.71","63.35","60.06","81.71K","0.53%"
"Oct 18, 2018","61.97","62.63","63.11","61.90","40.84K","-2.81%"
"Oct 17, 2018","63.76","63.47","64.09","62.38","27.20K","0.03%"
"Oct 16, 2018","63.74","63.49","63.83","63.20","28.08K","1.34%"
"Oct 15, 2018","62.90","62.67","63.12","61.98","24.53K","0.75%"
"Oct 12, 2018","62.43","63.07","63.18","61.85","38.72K","0.82%"
"Oct 11, 2018","61.92","61.08","63.22","61.08","88.83K","0.16%"
"Oct 10, 2018","61.82","63.22","63.22","61.64","34.92K","-3.33%"
"Oct 09, 2018","63.95","65.28","65.43","63.90","104.53K","-2.69%"
"Oct 05, 2018","65.72","66.88","66.88","65.14","44.82K","-2.95%"
"Oct 04, 2018","67.72","68.79","68.80","67.10","104.55K","-2.01%"
"Oct 03, 2018","69.11","69.48","69.90","68.55","39.34K","0.01%"
"Oct 02, 2018","69.10","69.64","70.39","68.72","43.72K","-0.37%"
"Oct 01, 2018","69.36","73.97","74.06","68.96","110.49K","2.32%"
"Sep 28, 2018","67.79","68.42","68.72","67.78","39.89K","-3.10%"
"Sep 27, 2018","69.96","69.45","70.12","69.21","20.50K","0.30%"
"Sep 26, 2018","69.75","68.72","70.31","68.49","28.11K","2.66%"
"Sep 25, 2018","67.94","69.80","70.70","67.94","47.70K","-4.70%"
"Sep 24, 2018","71.29","72.14","72.14","70.29","22.09K","-1.40%"
"Sep 21, 2018","72.30","73.17","73.61","71.91","15.79K","-0.95%"
"Sep 20, 2018","72.99","71.51","73.25","71.51","15.02K","3.69%"
"Sep 19, 2018","70.39","69.70","71.01","69.70","22.14K","1.16%"
